origin,destination,region,route_exposure,cluster,month,horizon,current_rate_usd_feu,forecast_rate_usd_feu,pct_change,regional_pct_change,lane_premium_pct_change,seasonal_pct_change,low_rate_usd_feu,high_rate_usd_feu
Nhava Sheva (JNPT),Dammam,Middle East,hormuz,6,2026-09,2,946.0,1006.0,6.3,6.4,-0.1,0.0,823.0,1161.0
Nhava Sheva (JNPT),Bandar Abbas,Middle East,hormuz,6,2026-09,2,966.0,1028.0,6.4,6.4,0.1,0.0,838.0,1190.0
Nhava Sheva (JNPT),Kuwait City,Middle East,hormuz,6,2026-09,2,862.0,917.0,6.4,6.4,-0.0,0.0,749.0,1060.0
Nhava Sheva (JNPT),Hamad Port (Doha),Middle East,hormuz,6,2026-09,2,842.0,897.0,6.5,6.4,0.1,0.0,729.0,1039.0
Nhava Sheva (JNPT),Sohar,Middle East,hormuz,6,2026-09,2,884.0,940.0,6.4,6.4,-0.0,0.0,768.0,1087.0
Nhava Sheva (JNPT),Jeddah,Red Sea / East Africa,red_sea,0,2026-09,2,1051.0,1118.0,6.3,6.3,0.0,0.0,914.0,1290.0
Nhava Sheva (JNPT),Port Sudan,Red Sea / East Africa,red_sea,0,2026-09,2,1505.0,1598.0,6.2,6.3,-0.1,0.0,1314.0,1840.0
Nhava Sheva (JNPT),Djibouti,Red Sea / East Africa,red_sea,0,2026-09,2,1349.0,1434.0,6.3,6.3,-0.1,0.0,1175.0,1654.0
Nhava Sheva (JNPT),Aqaba,Red Sea / East Africa,red_sea,0,2026-09,2,1317.0,1400.0,6.3,6.3,0.0,0.0,1146.0,1617.0
Nhava Sheva (JNPT),Suez,Red Sea / East Africa,red_sea,0,2026-09,2,1491.0,1586.0,6.4,6.3,0.0,0.0,1296.0,1832.0
Nhava Sheva (JNPT),Piraeus,Europe (Mediterranean),suez,2,2026-09,2,2311.0,2447.0,5.9,6.0,-0.1,0.0,2032.0,2800.0
Nhava Sheva (JNPT),Genoa,Europe (Mediterranean),suez,2,2026-09,2,2452.0,2599.0,6.0,6.0,0.0,0.0,2150.0,2981.0
Nhava Sheva (JNPT),Barcelona,Europe (Mediterranean),suez,2,2026-09,2,2478.0,2628.0,6.1,6.0,0.1,0.0,2169.0,3019.0
Nhava Sheva (JNPT),Marseille,Europe (Mediterranean),suez,2,2026-09,2,2602.0,2761.0,6.1,6.0,0.1,0.0,2274.0,3175.0
Nhava Sheva (JNPT),Valencia,Europe (Mediterranean),suez,2,2026-09,2,2501.0,2650.0,5.9,6.0,-0.1,0.0,2196.0,3035.0
Nhava Sheva (JNPT),Gioia Tauro,Europe (Mediterranean),suez,2,2026-09,2,2648.0,2810.0,6.1,6.0,0.1,0.0,2315.0,3232.0
Nhava Sheva (JNPT),Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-09,2,2467.0,2610.0,5.8,6.0,-0.2,0.0,2172.0,2982.0
Nhava Sheva (JNPT),Rotterdam,Europe (North),suez,2,2026-09,2,3120.0,3305.0,5.9,6.0,-0.1,0.0,2739.0,3787.0
Nhava Sheva (JNPT),Hamburg,Europe (North),suez,2,2026-09,2,3395.0,3606.0,6.2,6.0,0.2,0.0,2962.0,4152.0
Nhava Sheva (JNPT),Antwerp,Europe (North),suez,2,2026-09,2,2975.0,3156.0,6.1,6.0,0.1,0.0,2603.0,3627.0
Nhava Sheva (JNPT),Felixstowe,Europe (North),suez,2,2026-09,2,3072.0,3258.0,6.1,6.0,0.1,0.0,2689.0,3743.0
Nhava Sheva (JNPT),Le Havre,Europe (North),suez,2,2026-09,2,3196.0,3388.0,6.0,6.0,0.0,0.0,2802.0,3885.0
Nhava Sheva (JNPT),New York/New Jersey,US East Coast,suez_panama,3,2026-09,2,3122.0,3293.0,5.5,3.7,0.0,1.75,2937.0,3595.0
Nhava Sheva (JNPT),Savannah,US East Coast,suez_panama,3,2026-09,2,3068.0,3235.0,5.4,3.7,-0.0,1.75,2889.0,3529.0
Nhava Sheva (JNPT),Norfolk,US East Coast,suez_panama,3,2026-09,2,3267.0,3435.0,5.1,3.7,-0.3,1.75,3096.0,3723.0
Nhava Sheva (JNPT),Charleston,US East Coast,suez_panama,3,2026-09,2,3224.0,3409.0,5.7,3.7,0.3,1.75,3016.0,3743.0
Nhava Sheva (JNPT),Baltimore,US East Coast,suez_panama,3,2026-09,2,3520.0,3717.0,5.6,3.7,0.1,1.75,3302.0,4070.0
Nhava Sheva (JNPT),Houston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3515.0,3685.0,4.8,3.3,0.0,1.5,3327.0,3989.0
Nhava Sheva (JNPT),New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3407.0,3574.0,4.9,3.3,0.1,1.5,3221.0,3874.0
Nhava Sheva (JNPT),Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2799.0,2934.0,4.8,3.3,-0.0,1.5,2650.0,3175.0
Nhava Sheva (JNPT),Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2599.0,2731.0,5.1,3.3,0.2,1.5,2447.0,2973.0
Nhava Sheva (JNPT),Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2555.0,2679.0,4.8,3.3,0.0,1.5,2418.0,2900.0
Nhava Sheva (JNPT),Lagos,Africa / South America (Cape),cape_route,4,2026-09,2,2587.0,2630.0,1.7,1.8,-0.1,0.0,2498.0,2742.0
Nhava Sheva (JNPT),Tema,Africa / South America (Cape),cape_route,4,2026-09,2,2761.0,2805.0,1.6,1.8,-0.1,0.0,2670.0,2921.0
Nhava Sheva (JNPT),Durban,Africa / South America (Cape),cape_route,4,2026-09,2,2180.0,2220.0,1.8,1.8,0.1,0.0,2098.0,2324.0
Nhava Sheva (JNPT),Cape Town,Africa / South America (Cape),cape_route,4,2026-09,2,2198.0,2242.0,2.0,1.8,0.2,0.0,2108.0,2355.0
Nhava Sheva (JNPT),Santos,Africa / South America (Cape),cape_route,4,2026-09,2,2702.0,2754.0,1.9,1.8,0.2,0.0,2595.0,2890.0
Nhava Sheva (JNPT),Buenos Aires,Africa / South America (Cape),cape_route,4,2026-09,2,3174.0,3220.0,1.4,1.8,-0.3,0.0,3080.0,3339.0
Nhava Sheva (JNPT),Mombasa,Indian Ocean Rim,indian_ocean,1,2026-09,2,773.0,789.0,2.1,2.2,-0.1,0.0,740.0,830.0
Nhava Sheva (JNPT),Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-09,2,820.0,837.0,2.0,2.2,-0.1,0.0,786.0,880.0
Nhava Sheva (JNPT),Colombo,Indian Ocean Rim,indian_ocean,1,2026-09,2,556.0,567.0,2.0,2.2,-0.2,0.0,533.0,596.0
Nhava Sheva (JNPT),Port Louis,Indian Ocean Rim,indian_ocean,1,2026-09,2,992.0,1014.0,2.2,2.2,0.0,0.0,947.0,1070.0
Nhava Sheva (JNPT),Karachi,Indian Ocean Rim,indian_ocean,1,2026-09,2,610.0,625.0,2.4,2.2,0.2,0.0,579.0,663.0
Nhava Sheva (JNPT),Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-09,2,2124.0,2198.0,3.5,1.8,-0.0,1.75,2085.0,2294.0
Nhava Sheva (JNPT),Oakland,Pacific (US West / Oceania),pacific,3,2026-09,2,2210.0,2286.0,3.4,1.8,-0.1,1.75,2172.0,2383.0
Nhava Sheva (JNPT),Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-09,2,2032.0,2101.0,3.4,1.8,-0.1,1.75,1999.0,2188.0
Nhava Sheva (JNPT),Vancouver,Pacific (US West / Oceania),pacific,3,2026-09,2,2239.0,2321.0,3.6,1.8,0.1,1.75,2191.0,2431.0
Nhava Sheva (JNPT),Melbourne,Pacific (US West / Oceania),pacific,3,2026-09,2,1928.0,1994.0,3.4,1.8,-0.1,1.75,1895.0,2079.0
Nhava Sheva (JNPT),Sydney,Pacific (US West / Oceania),pacific,3,2026-09,2,2105.0,2176.0,3.4,1.8,-0.1,1.75,2072.0,2264.0
Nhava Sheva (JNPT),Auckland,Pacific (US West / Oceania),pacific,3,2026-09,2,2026.0,2092.0,3.2,1.8,-0.3,1.75,1999.0,2171.0
Nhava Sheva (JNPT),Singapore,Intra-Asia,intra_asia,1,2026-09,2,480.0,487.0,1.5,1.3,0.1,0.0,465.0,506.0
Nhava Sheva (JNPT),Port Klang,Intra-Asia,intra_asia,1,2026-09,2,447.0,453.0,1.3,1.3,-0.1,0.0,435.0,468.0
Nhava Sheva (JNPT),Laem Chabang,Intra-Asia,intra_asia,1,2026-09,2,570.0,575.0,0.9,1.3,-0.5,0.0,560.0,588.0
Nhava Sheva (JNPT),Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-09,2,602.0,611.0,1.5,1.3,0.1,0.0,583.0,634.0
Nhava Sheva (JNPT),Shanghai,Intra-Asia,intra_asia,1,2026-09,2,723.0,733.0,1.4,1.3,0.1,0.0,702.0,760.0
Nhava Sheva (JNPT),Ningbo,Intra-Asia,intra_asia,1,2026-09,2,812.0,819.0,0.9,1.3,-0.4,0.0,797.0,839.0
Nhava Sheva (JNPT),Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-09,2,737.0,747.0,1.3,1.3,-0.1,0.0,717.0,771.0
Nhava Sheva (JNPT),Busan,Intra-Asia,intra_asia,1,2026-09,2,937.0,947.0,1.1,1.3,-0.2,0.0,916.0,974.0
Nhava Sheva (JNPT),Yokohama,Intra-Asia,intra_asia,1,2026-09,2,950.0,962.0,1.3,1.3,-0.1,0.0,925.0,993.0
ICD Tihi,Jebel Ali,Middle East,hormuz,6,2026-09,2,1053.0,1120.0,6.4,6.4,0.0,0.0,915.0,1295.0
ICD Tihi,Dammam,Middle East,hormuz,6,2026-09,2,1131.0,1203.0,6.4,6.4,-0.0,0.0,983.0,1389.0
ICD Tihi,Bandar Abbas,Middle East,hormuz,6,2026-09,2,1151.0,1225.0,6.4,6.4,0.0,0.0,999.0,1416.0
ICD Tihi,Kuwait City,Middle East,hormuz,6,2026-09,2,1047.0,1114.0,6.4,6.4,0.0,0.0,909.0,1288.0
ICD Tihi,Hamad Port (Doha),Middle East,hormuz,6,2026-09,2,1027.0,1093.0,6.4,6.4,0.1,0.0,891.0,1265.0
ICD Tihi,Sohar,Middle East,hormuz,6,2026-09,2,1069.0,1139.0,6.5,6.4,0.1,0.0,926.0,1320.0
ICD Tihi,Jeddah,Red Sea / East Africa,red_sea,0,2026-09,2,1236.0,1315.0,6.4,6.3,0.0,0.0,1075.0,1518.0
ICD Tihi,Port Sudan,Red Sea / East Africa,red_sea,0,2026-09,2,1690.0,1795.0,6.2,6.3,-0.1,0.0,1474.0,2068.0
ICD Tihi,Djibouti,Red Sea / East Africa,red_sea,0,2026-09,2,1534.0,1632.0,6.4,6.3,0.1,0.0,1333.0,1887.0
ICD Tihi,Aqaba,Red Sea / East Africa,red_sea,0,2026-09,2,1502.0,1598.0,6.4,6.3,0.0,0.0,1305.0,1846.0
ICD Tihi,Suez,Red Sea / East Africa,red_sea,0,2026-09,2,1676.0,1782.0,6.3,6.3,0.0,0.0,1458.0,2058.0
ICD Tihi,Piraeus,Europe (Mediterranean),suez,2,2026-09,2,2496.0,2645.0,6.0,6.0,-0.0,0.0,2190.0,3031.0
ICD Tihi,Genoa,Europe (Mediterranean),suez,2,2026-09,2,2637.0,2790.0,5.8,6.0,-0.2,0.0,2322.0,3188.0
ICD Tihi,Barcelona,Europe (Mediterranean),suez,2,2026-09,2,2663.0,2825.0,6.1,6.0,0.1,0.0,2330.0,3246.0
ICD Tihi,Marseille,Europe (Mediterranean),suez,2,2026-09,2,2787.0,2957.0,6.1,6.0,0.1,0.0,2437.0,3399.0
ICD Tihi,Valencia,Europe (Mediterranean),suez,2,2026-09,2,2686.0,2847.0,6.0,6.0,0.0,0.0,2355.0,3265.0
ICD Tihi,Gioia Tauro,Europe (Mediterranean),suez,2,2026-09,2,2833.0,3001.0,5.9,6.0,-0.1,0.0,2487.0,3438.0
ICD Tihi,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-09,2,2652.0,2815.0,6.1,6.0,0.1,0.0,2317.0,3238.0
ICD Tihi,Rotterdam,Europe (North),suez,2,2026-09,2,3305.0,3501.0,5.9,6.0,-0.1,0.0,2903.0,4009.0
ICD Tihi,Hamburg,Europe (North),suez,2,2026-09,2,3580.0,3797.0,6.1,6.0,0.1,0.0,3135.0,4359.0
ICD Tihi,Antwerp,Europe (North),suez,2,2026-09,2,3160.0,3360.0,6.3,6.0,0.3,0.0,2749.0,3880.0
ICD Tihi,Felixstowe,Europe (North),suez,2,2026-09,2,3257.0,3453.0,6.0,6.0,0.0,0.0,2853.0,3964.0
ICD Tihi,Le Havre,Europe (North),suez,2,2026-09,2,3381.0,3581.0,5.9,6.0,-0.1,0.0,2970.0,4101.0
ICD Tihi,New York/New Jersey,US East Coast,suez_panama,3,2026-09,2,3307.0,3491.0,5.6,3.7,0.1,1.75,3106.0,3817.0
ICD Tihi,Savannah,US East Coast,suez_panama,3,2026-09,2,3253.0,3426.0,5.3,3.7,-0.1,1.75,3071.0,3729.0
ICD Tihi,Norfolk,US East Coast,suez_panama,3,2026-09,2,3452.0,3642.0,5.5,3.7,0.0,1.75,3247.0,3978.0
ICD Tihi,Charleston,US East Coast,suez_panama,3,2026-09,2,3409.0,3600.0,5.6,3.7,0.1,1.75,3200.0,3940.0
ICD Tihi,Baltimore,US East Coast,suez_panama,3,2026-09,2,3705.0,3905.0,5.4,3.7,-0.1,1.75,3493.0,4254.0
ICD Tihi,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3700.0,3888.0,5.1,3.3,0.2,1.5,3483.0,4232.0
ICD Tihi,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3592.0,3762.0,4.7,3.3,-0.1,1.5,3407.0,4065.0
ICD Tihi,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2984.0,3126.0,4.8,3.3,-0.1,1.5,2829.0,3379.0
ICD Tihi,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2784.0,2912.0,4.6,3.3,-0.2,1.5,2649.0,3135.0
ICD Tihi,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2740.0,2870.0,4.7,3.3,-0.1,1.5,2599.0,3101.0
ICD Tihi,Lagos,Africa / South America (Cape),cape_route,4,2026-09,2,2772.0,2821.0,1.8,1.8,0.0,0.0,2671.0,2949.0
ICD Tihi,Tema,Africa / South America (Cape),cape_route,4,2026-09,2,2946.0,3000.0,1.8,1.8,0.1,0.0,2835.0,3141.0
ICD Tihi,Durban,Africa / South America (Cape),cape_route,4,2026-09,2,2365.0,2404.0,1.6,1.8,-0.1,0.0,2285.0,2505.0
ICD Tihi,Cape Town,Africa / South America (Cape),cape_route,4,2026-09,2,2383.0,2429.0,1.9,1.8,0.2,0.0,2288.0,2550.0
ICD Tihi,Santos,Africa / South America (Cape),cape_route,4,2026-09,2,2887.0,2946.0,2.0,1.8,0.3,0.0,2766.0,3099.0
ICD Tihi,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-09,2,3359.0,3423.0,1.9,1.8,0.1,0.0,3228.0,3588.0
ICD Tihi,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-09,2,958.0,979.0,2.2,2.2,0.0,0.0,915.0,1034.0
ICD Tihi,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-09,2,1005.0,1027.0,2.2,2.2,0.0,0.0,959.0,1085.0
ICD Tihi,Colombo,Indian Ocean Rim,indian_ocean,1,2026-09,2,741.0,757.0,2.1,2.2,-0.1,0.0,709.0,797.0
ICD Tihi,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-09,2,1177.0,1204.0,2.3,2.2,0.1,0.0,1122.0,1273.0
ICD Tihi,Karachi,Indian Ocean Rim,indian_ocean,1,2026-09,2,795.0,812.0,2.2,2.2,0.0,0.0,759.0,858.0
ICD Tihi,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-09,2,2309.0,2388.0,3.4,1.8,-0.1,1.75,2269.0,2489.0
ICD Tihi,Oakland,Pacific (US West / Oceania),pacific,3,2026-09,2,2395.0,2493.0,4.1,1.8,0.6,1.75,2323.0,2637.0
ICD Tihi,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-09,2,2217.0,2298.0,3.7,1.8,0.1,1.75,2169.0,2408.0
ICD Tihi,Vancouver,Pacific (US West / Oceania),pacific,3,2026-09,2,2424.0,2516.0,3.8,1.8,0.3,1.75,2364.0,2646.0
ICD Tihi,Melbourne,Pacific (US West / Oceania),pacific,3,2026-09,2,2113.0,2192.0,3.8,1.8,0.2,1.75,2063.0,2302.0
ICD Tihi,Sydney,Pacific (US West / Oceania),pacific,3,2026-09,2,2290.0,2369.0,3.5,1.8,-0.1,1.75,2250.0,2471.0
ICD Tihi,Auckland,Pacific (US West / Oceania),pacific,3,2026-09,2,2211.0,2284.0,3.3,1.8,-0.2,1.75,2180.0,2372.0
ICD Tihi,Singapore,Intra-Asia,intra_asia,1,2026-09,2,665.0,675.0,1.5,1.3,0.1,0.0,645.0,700.0
ICD Tihi,Port Klang,Intra-Asia,intra_asia,1,2026-09,2,632.0,642.0,1.6,1.3,0.2,0.0,612.0,668.0
ICD Tihi,Laem Chabang,Intra-Asia,intra_asia,1,2026-09,2,755.0,764.0,1.2,1.3,-0.1,0.0,736.0,789.0
ICD Tihi,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-09,2,787.0,798.0,1.3,1.3,0.0,0.0,765.0,825.0
ICD Tihi,Shanghai,Intra-Asia,intra_asia,1,2026-09,2,908.0,921.0,1.4,1.3,0.1,0.0,881.0,955.0
ICD Tihi,Ningbo,Intra-Asia,intra_asia,1,2026-09,2,997.0,1011.0,1.4,1.3,0.1,0.0,967.0,1049.0
ICD Tihi,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-09,2,922.0,932.0,1.1,1.3,-0.2,0.0,901.0,959.0
ICD Tihi,Busan,Intra-Asia,intra_asia,1,2026-09,2,1122.0,1138.0,1.5,1.3,0.1,0.0,1088.0,1181.0
ICD Tihi,Yokohama,Intra-Asia,intra_asia,1,2026-09,2,1135.0,1153.0,1.6,1.3,0.3,0.0,1097.0,1201.0
ICD Dhannad,Jebel Ali,Middle East,hormuz,6,2026-09,2,1203.0,1279.0,6.4,6.4,-0.0,0.0,1046.0,1478.0
ICD Dhannad,Dammam,Middle East,hormuz,6,2026-09,2,1281.0,1363.0,6.4,6.4,0.0,0.0,1112.0,1576.0
ICD Dhannad,Bandar Abbas,Middle East,hormuz,6,2026-09,2,1301.0,1383.0,6.3,6.4,-0.1,0.0,1133.0,1595.0
ICD Dhannad,Kuwait City,Middle East,hormuz,6,2026-09,2,1197.0,1273.0,6.3,6.4,-0.1,0.0,1042.0,1469.0
ICD Dhannad,Hamad Port (Doha),Middle East,hormuz,6,2026-09,2,1177.0,1252.0,6.4,6.4,-0.0,0.0,1023.0,1447.0
ICD Dhannad,Sohar,Middle East,hormuz,6,2026-09,2,1219.0,1297.0,6.4,6.4,0.0,0.0,1058.0,1501.0
ICD Dhannad,Jeddah,Red Sea / East Africa,red_sea,0,2026-09,2,1386.0,1473.0,6.3,6.3,-0.1,0.0,1207.0,1699.0
ICD Dhannad,Port Sudan,Red Sea / East Africa,red_sea,0,2026-09,2,1840.0,1954.0,6.2,6.3,-0.1,0.0,1605.0,2250.0
ICD Dhannad,Djibouti,Red Sea / East Africa,red_sea,0,2026-09,2,1684.0,1788.0,6.2,6.3,-0.1,0.0,1469.0,2060.0
ICD Dhannad,Aqaba,Red Sea / East Africa,red_sea,0,2026-09,2,1652.0,1759.0,6.5,6.3,0.1,0.0,1432.0,2037.0
ICD Dhannad,Suez,Red Sea / East Africa,red_sea,0,2026-09,2,1826.0,1941.0,6.3,6.3,-0.0,0.0,1590.0,2239.0
ICD Dhannad,Piraeus,Europe (Mediterranean),suez,2,2026-09,2,2646.0,2803.0,5.9,6.0,-0.1,0.0,2323.0,3211.0
ICD Dhannad,Genoa,Europe (Mediterranean),suez,2,2026-09,2,2787.0,2950.0,5.8,6.0,-0.1,0.0,2452.0,3373.0
ICD Dhannad,Barcelona,Europe (Mediterranean),suez,2,2026-09,2,2813.0,2987.0,6.2,6.0,0.2,0.0,2455.0,3439.0
ICD Dhannad,Marseille,Europe (Mediterranean),suez,2,2026-09,2,2937.0,3106.0,5.8,6.0,-0.2,0.0,2590.0,3545.0
ICD Dhannad,Valencia,Europe (Mediterranean),suez,2,2026-09,2,2836.0,3016.0,6.3,6.0,0.3,0.0,2467.0,3482.0
ICD Dhannad,Gioia Tauro,Europe (Mediterranean),suez,2,2026-09,2,2983.0,3161.0,6.0,6.0,-0.0,0.0,2618.0,3622.0
ICD Dhannad,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-09,2,2802.0,2974.0,6.1,6.0,0.1,0.0,2448.0,3421.0
ICD Dhannad,Rotterdam,Europe (North),suez,2,2026-09,2,3455.0,3659.0,5.9,6.0,-0.1,0.0,3036.0,4188.0
ICD Dhannad,Hamburg,Europe (North),suez,2,2026-09,2,3730.0,3954.0,6.0,6.0,0.0,0.0,3269.0,4537.0
ICD Dhannad,Antwerp,Europe (North),suez,2,2026-09,2,3310.0,3507.0,5.9,6.0,-0.1,0.0,2906.0,4017.0
ICD Dhannad,Felixstowe,Europe (North),suez,2,2026-09,2,3407.0,3607.0,5.9,6.0,-0.1,0.0,2996.0,4126.0
ICD Dhannad,Le Havre,Europe (North),suez,2,2026-09,2,3531.0,3739.0,5.9,6.0,-0.1,0.0,3103.0,4281.0
ICD Dhannad,New York/New Jersey,US East Coast,suez_panama,3,2026-09,2,3457.0,3640.0,5.3,3.7,-0.2,1.75,3266.0,3958.0
ICD Dhannad,Savannah,US East Coast,suez_panama,3,2026-09,2,3403.0,3593.0,5.6,3.7,0.1,1.75,3194.0,3933.0
ICD Dhannad,Norfolk,US East Coast,suez_panama,3,2026-09,2,3602.0,3791.0,5.2,3.7,-0.2,1.75,3407.0,4117.0
ICD Dhannad,Charleston,US East Coast,suez_panama,3,2026-09,2,3559.0,3753.0,5.5,3.7,0.0,1.75,3350.0,4096.0
ICD Dhannad,Baltimore,US East Coast,suez_panama,3,2026-09,2,3855.0,4058.0,5.3,3.7,-0.2,1.75,3643.0,4411.0
ICD Dhannad,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3850.0,4033.0,4.7,3.3,-0.1,1.5,3651.0,4357.0
ICD Dhannad,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3742.0,3925.0,4.9,3.3,0.1,1.5,3537.0,4255.0
ICD Dhannad,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,3134.0,3291.0,5.0,3.3,0.2,1.5,2955.0,3576.0
ICD Dhannad,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2934.0,3071.0,4.7,3.3,-0.2,1.5,2787.0,3312.0
ICD Dhannad,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-09,2,2890.0,3036.0,5.0,3.3,0.2,1.5,2723.0,3301.0
ICD Dhannad,Lagos,Africa / South America (Cape),cape_route,4,2026-09,2,2922.0,2965.0,1.5,1.8,-0.3,0.0,2834.0,3076.0
ICD Dhannad,Tema,Africa / South America (Cape),cape_route,4,2026-09,2,3096.0,3148.0,1.7,1.8,-0.1,0.0,2990.0,3282.0
ICD Dhannad,Durban,Africa / South America (Cape),cape_route,4,2026-09,2,2515.0,2559.0,1.7,1.8,-0.0,0.0,2425.0,2673.0
ICD Dhannad,Cape Town,Africa / South America (Cape),cape_route,4,2026-09,2,2533.0,2575.0,1.7,1.8,-0.1,0.0,2446.0,2685.0
ICD Dhannad,Santos,Africa / South America (Cape),cape_route,4,2026-09,2,3037.0,3093.0,1.9,1.8,0.1,0.0,2921.0,3240.0
ICD Dhannad,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-09,2,3509.0,3568.0,1.7,1.8,-0.1,0.0,3387.0,3722.0
ICD Dhannad,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-09,2,1108.0,1135.0,2.5,2.2,0.3,0.0,1052.0,1207.0
ICD Dhannad,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-09,2,1155.0,1183.0,2.4,2.2,0.2,0.0,1097.0,1256.0
ICD Dhannad,Colombo,Indian Ocean Rim,indian_ocean,1,2026-09,2,891.0,910.0,2.1,2.2,-0.1,0.0,852.0,959.0
ICD Dhannad,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-09,2,1327.0,1354.0,2.0,2.2,-0.1,0.0,1271.0,1424.0
ICD Dhannad,Karachi,Indian Ocean Rim,indian_ocean,1,2026-09,2,945.0,969.0,2.5,2.2,0.3,0.0,897.0,1030.0
ICD Dhannad,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-09,2,2459.0,2549.0,3.6,1.8,0.1,1.75,2406.0,2669.0
ICD Dhannad,Oakland,Pacific (US West / Oceania),pacific,3,2026-09,2,2545.0,2642.0,3.8,1.8,0.3,1.75,2482.0,2778.0
ICD Dhannad,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-09,2,2367.0,2451.0,3.5,1.8,0.0,1.75,2322.0,2560.0
ICD Dhannad,Vancouver,Pacific (US West / Oceania),pacific,3,2026-09,2,2574.0,2664.0,3.5,1.8,0.0,1.75,2526.0,2782.0
ICD Dhannad,Melbourne,Pacific (US West / Oceania),pacific,3,2026-09,2,2263.0,2351.0,3.9,1.8,0.4,1.75,2204.0,2475.0
ICD Dhannad,Sydney,Pacific (US West / Oceania),pacific,3,2026-09,2,2440.0,2528.0,3.6,1.8,0.1,1.75,2389.0,2647.0
ICD Dhannad,Auckland,Pacific (US West / Oceania),pacific,3,2026-09,2,2361.0,2442.0,3.4,1.8,-0.1,1.75,2321.0,2544.0
ICD Dhannad,Singapore,Intra-Asia,intra_asia,1,2026-09,2,815.0,825.0,1.2,1.3,-0.1,0.0,795.0,850.0
ICD Dhannad,Port Klang,Intra-Asia,intra_asia,1,2026-09,2,782.0,795.0,1.6,1.3,0.3,0.0,756.0,828.0
ICD Dhannad,Laem Chabang,Intra-Asia,intra_asia,1,2026-09,2,905.0,917.0,1.4,1.3,0.0,0.0,880.0,950.0
ICD Dhannad,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-09,2,937.0,948.0,1.2,1.3,-0.1,0.0,914.0,978.0
ICD Dhannad,Shanghai,Intra-Asia,intra_asia,1,2026-09,2,1058.0,1070.0,1.2,1.3,-0.2,0.0,1033.0,1102.0
ICD Dhannad,Ningbo,Intra-Asia,intra_asia,1,2026-09,2,1147.0,1167.0,1.7,1.3,0.4,0.0,1106.0,1219.0
ICD Dhannad,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-09,2,1072.0,1085.0,1.3,1.3,-0.1,0.0,1044.0,1120.0
ICD Dhannad,Busan,Intra-Asia,intra_asia,1,2026-09,2,1272.0,1290.0,1.4,1.3,0.1,0.0,1235.0,1336.0
ICD Dhannad,Yokohama,Intra-Asia,intra_asia,1,2026-09,2,1285.0,1302.0,1.3,1.3,-0.0,0.0,1250.0,1346.0
Nhava Sheva (JNPT),Jebel Ali,Middle East,hormuz,6,2026-10,3,868.0,947.0,9.1,9.2,-0.1,0.0,778.0,1132.0
Nhava Sheva (JNPT),Dammam,Middle East,hormuz,6,2026-10,3,946.0,1032.0,9.1,9.2,-0.1,0.0,848.0,1232.0
Nhava Sheva (JNPT),Bandar Abbas,Middle East,hormuz,6,2026-10,3,966.0,1055.0,9.3,9.2,0.1,0.0,864.0,1264.0
